x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Y
-2.130209,4.853734,0.60125,0.03233,-0.471925,2.488651,-3.478027,0.480459,0.439779,-1.200514,1
-3.324071,4.44443,1.889957,-0.160991,-1.221834,2.462765,-2.283597,1.402802,-0.349353,0.036129,1
-3.430526,3.411347,-0.022699,-0.011841,-0.443186,2.658693,-2.137201,1.915251,-0.581648,0.279465,1
-2.810277,6.976921,1.763874,1.679667,-0.373522,1.866892,-3.389934,1.978155,-1.430312,-0.710606,1
-1.693138,3.54982,0.553113,0.165029,0.241479,2.353959,-3.067927,0.91157,-0.256903,-0.630667,1
-1.896215,2.183989,0.428004,-1.2531,-0.371552,1.212796,-2.510111,0.383987,-1.611095,-0.3189,1
-3.147763,3.804273,0.23036,-0.812675,-1.287988,1.56221,-1.832274,0.967952,-0.424903,0.429483,1
-1.994913,3.133589,-1.29641,0.794763,-0.438067,2.180319,-1.498185,1.543339,-1.38181,-0.926224,1
-1.714234,2.013206,0.057467,-0.207254,-0.905984,1.709755,-0.882694,1.227394,0.357524,-0.499578,1
-1.819559,3.768701,0.543189,0.311083,0.028203,2.920046,-0.6751,2.328943,0.916123,-0.692639,1
-2.78844,4.671435,0.340925,0.714387,-1.042874,2.188875,-3.11435,1.201285,-0.504188,-1.08669,1
-0.455902,5.149095,0.236375,0.739135,-2.567471,2.415846,-2.785101,0.607045,-2.352857,0.434285,1
-1.583018,4.500581,-0.505508,-0.245231,-1.962779,2.859973,-2.493508,2.403671,-2.52071,1.040371,1
-0.915365,3.106844,0.239179,-0.19957,-1.757293,2.16401,-2.261004,0.496571,-0.449925,-0.287454,1
-2.323541,3.615922,-0.266518,0.341815,-1.807771,2.330325,-2.424113,0.4543,-0.867637,-0.578242,1
-2.824254,4.000733,0.509262,0.098786,-1.140985,1.507618,-3.310547,2.265844,-0.749663,-0.32835,1
-2.525296,7.022829,0.625848,1.077186,-0.787644,2.570792,-2.496649,1.294538,-0.206752,1.500831,1
-3.386357,4.171947,-0.421691,1.444949,-0.787496,2.774757,-1.958685,1.146784,0.824942,-1.160228,1
-2.294032,4.289155,1.77656,-0.15978,-1.179379,1.916496,-1.84742,1.429682,-0.577133,-0.104827,1
-2.830192,4.422983,1.021764,0.393579,-2.225882,3.426133,-2.692314,2.64337,-1.436974,0.032075,1
-1.272407,3.331044,1.039544,-0.220706,0.25037,0.554236,-2.822046,2.415633,-0.964265,-0.931629,1
-1.706718,4.852273,0.784768,-0.29582,-1.338091,1.916476,-3.890519,1.627298,-0.576354,0.914759,1
-2.622078,3.869286,0.218833,1.436326,-1.681902,3.587039,-1.155834,1.258366,0.535579,0.126241,1
-1.033879,3.177835,0.565626,0.503798,0.034087,0.360029,-2.710203,0.968854,1.003157,-0.254994,1
-2.816599,5.000229,0.468648,1.065553,-2.342334,3.110839,-2.805389,2.107928,-1.19657,0.218402,1
-1.819631,5.375368,-1.010593,1.276317,-1.484556,3.053378,-1.954911,0.422614,0.220637,1.535509,1
-1.612495,2.69106,0.5856,-0.074746,-0.976307,1.780808,-0.503672,0.97429,-1.13635,-1.63504,1
-1.526263,4.019342,0.753832,-0.194948,-1.966533,-0.667134,-3.063072,-0.516071,0.246473,0.356506,1
-1.934864,2.925368,-0.184048,-0.55304,-0.165351,0.219225,-1.81307,0.69379,0.599261,-0.432653,1
-3.048669,3.666937,-0.115206,-0.18458,-1.541568,2.689684,-2.358138,1.231096,-1.114042,0.54679,1
-1.088749,4.317057,0.955162,0.442364,-0.964034,2.756068,-2.940336,1.21165,-0.021312,-0.234584,1
-1.431867,5.125044,0.768134,-0.088838,-2.538656,3.193235,-2.596065,1.841067,0.428802,1.400207,1
-1.239266,4.734821,1.485093,0.296146,-0.176075,1.394591,-2.649094,-0.063456,1.329043,-1.119955,1
-2.088224,4.598849,-1.261566,0.40729,-0.966953,2.837754,-2.836668,1.845873,-1.444007,1.801911,1
-1.413562,5.195298,-0.208668,1.481365,-1.628475,2.124407,-3.310225,2.365755,-2.136472,0.658295,1
-1.527274,4.020931,0.135926,0.410807,-1.624627,1.544827,-2.365709,-0.147172,-0.240346,-0.754435,1
-1.518158,4.841097,0.057907,2.762744,-2.19221,4.201324,-0.923816,3.370736,-0.043898,0.46263,1
-2.746508,4.06987,0.166465,-0.048316,-0.690502,2.149569,-2.292917,0.684382,0.062134,-0.688243,1
-2.747203,3.863334,-0.88755,1.16958,-0.581101,1.447516,-2.382187,0.719215,-0.149587,0.172232,1
-1.676842,4.062211,0.684042,0.821655,-0.06653,2.708711,-3.126631,2.38346,0.514641,-2.096302,1
-1.869282,3.717633,0.794112,-0.195952,-1.972529,3.238572,-1.20187,0.246036,-0.180139,-0.542246,1
-2.541601,3.15691,-1.150735,0.194073,-0.736907,1.886504,-2.284894,0.752347,-1.540542,-0.949643,1
-3.548396,2.602107,1.769654,0.888355,-1.718398,1.393232,-1.149484,1.966146,0.486252,0.662857,1
-3.233295,2.096878,1.165769,-0.823293,-1.631343,1.654231,-2.26907,1.22809,1.560877,0.398858,1
-1.688868,3.529827,1.777615,0.127361,-1.011557,1.467331,-3.301036,1.064977,-0.260843,-1.336659,1
-1.468593,3.240237,0.887014,0.800161,-0.245255,-0.429036,-1.442728,1.169458,-0.028521,-0.075424,1
-1.401132,2.862016,-0.399939,-0.530113,-0.170025,1.341218,-1.678578,0.614688,-0.524996,-0.209968,1
-0.449578,4.143775,0.773423,1.155356,-1.280151,1.248477,-3.96835,1.386425,-0.460614,-0.612438,1
-1.521928,3.702885,0.583357,0.040268,-1.293648,2.225502,-2.33845,1.120201,-0.042215,-1.182694,1
-1.972565,3.233376,-0.250249,-0.272196,-0.533808,1.819005,-3.420904,1.726016,-1.38523,-0.755098,1
-1.541757,5.470959,0.314799,0.758448,-1.123112,1.81962,-3.951725,0.31114,-0.133458,-0.123722,1
-0.847738,3.92011,0.25251,0.735626,-1.112357,1.488142,-3.226784,1.54998,0.900156,-0.936817,1
-0.869176,6.274519,-0.612998,1.663673,-2.963911,2.483322,-3.067884,-0.251562,-0.764103,0.578746,1
-3.99543,3.392596,1.968094,-0.411202,-0.014634,1.353503,-2.392466,1.408086,-0.230245,-2.21353,1
-1.560539,5.119694,1.26173,-0.548806,-0.841733,0.150035,-1.762216,0.221518,-0.48023,0.995412,1
-2.365054,4.866074,0.153333,1.991472,-0.701998,1.946499,-1.470345,1.258646,1.534459,0.275653,1
-2.110971,6.352697,1.333209,1.297409,-1.546498,3.413103,-2.464805,1.252016,-0.243397,0.137805,1
-3.330086,4.117931,1.645497,0.244118,-1.055498,2.474696,-1.767226,0.875712,0.210723,0.153925,1
-1.81758,4.012521,2.292418,0.38978,-0.335061,2.23216,-2.572214,1.249241,1.511699,-0.921087,1
-2.625024,4.260373,-0.475265,-0.073045,-1.292776,3.054501,-1.395219,0.45685,-1.773103,-1.150144,1
-1.901416,5.665123,0.53339,0.891377,0.246486,2.156527,-2.181727,1.207353,0.472217,0.652035,1
-1.737831,3.536653,0.185338,-0.530536,-0.480807,2.069397,-2.27715,1.049279,-0.746539,0.492541,1
-2.983696,4.137392,0.742223,0.512143,-0.903977,2.124201,-1.952496,1.426873,0.054275,0.378647,1
-3.480657,6.090493,0.259337,-0.130191,-0.875483,2.390869,-2.2801,-0.074385,-1.192348,-0.912296,1
-1.918771,5.551732,1.068241,1.690697,-0.029772,0.950512,-2.789496,0.648338,0.590003,0.437488,1
-1.894408,4.742982,0.901332,1.038604,0.254445,1.216334,-2.006137,0.044714,0.405311,-0.504343,1
-2.349344,3.475203,-0.249546,0.917536,-0.410984,3.061292,-0.761288,1.632362,-0.724028,-0.457682,1
-3.287644,4.48792,1.193084,-0.82091,-0.058503,2.464268,-1.924121,0.763308,-0.362029,-0.479929,1
-1.150056,2.972014,-0.466988,-1.181461,-0.199142,0.133394,-2.087886,-0.033536,0.10275,-0.025651,1
-3.802059,8.019549,-0.231015,1.443642,-0.700141,2.10796,-2.050851,-0.143278,-0.591682,0.551249,1
-2.936917,4.152956,-0.411108,0.739515,-1.441671,3.060115,-1.712111,2.025127,-1.456286,0.949532,1
-2.078138,5.075478,1.339795,0.378656,-0.776881,1.103832,-3.224021,1.507953,0.095579,0.60194,1
-2.523221,6.552839,1.30894,-0.835852,-1.561633,3.617811,-4.228355,1.255471,-1.504948,-0.5069,1
-1.929928,2.687596,0.161273,-0.787272,-1.416251,1.902848,-1.908249,0.248143,0.883224,-0.012356,1
-0.309618,4.71019,2.311381,0.219365,-1.09254,0.683775,-2.589952,0.273895,-0.948519,0.170232,1
-3.933516,5.988212,0.754536,0.598079,-0.636583,2.32653,-3.396179,0.705987,0.033676,-0.305846,1
-1.981297,5.526391,1.509517,-0.125836,-0.595895,3.35115,-1.468465,1.298733,-1.415528,-0.108659,1
-1.137157,5.557295,0.241998,1.501928,-0.174121,2.885137,-2.673855,1.236816,1.062165,-0.448762,1
-2.648966,5.773565,1.567984,0.748847,-0.490975,1.446567,-3.797386,2.259878,0.768097,0.586502,1
-1.054627,6.069392,1.357381,0.51187,-2.190552,2.499645,-2.616515,-0.627353,-0.518546,0.480467,1
-2.256379,6.04983,0.635733,-0.38279,-0.965337,3.163463,-2.029735,0.993238,0.033903,1.040253,1
-1.558472,3.078489,-0.791913,-0.007,0.694458,0.481594,-1.478528,1.641931,0.613971,-0.397636,1
-1.442813,4.209922,-0.511547,-0.13472,-0.892179,2.49934,-1.184197,0.549802,-1.676789,-0.185545,1
-2.125814,5.930046,-0.900173,0.432221,-1.681778,2.066521,-2.503329,-0.294003,-1.666021,0.555751,1
-1.721911,3.666922,0.110181,-0.587614,0.104558,1.489952,-3.027128,0.509159,-0.275281,-0.154387,1
-1.849252,3.531986,1.220879,-0.49482,-1.118199,2.363615,-0.925509,1.315319,-0.185222,0.566841,1
-1.507963,4.254033,-0.193657,-0.211645,0.171431,1.302164,-1.981079,0.383905,-0.276958,-0.614546,1
-2.29961,4.931968,1.688732,0.350008,-1.082267,0.804485,-2.956006,0.99269,-0.279577,0.367103,1
0.109315,4.937465,-0.674469,1.44723,-1.919156,1.993883,-2.15959,0.904367,-1.80038,0.946395,1
-2.538282,3.513976,0.1386,0.786479,0.181758,1.821523,-1.609318,0.538448,0.729654,-1.057895,1
-0.984634,6.249478,0.587892,1.029572,-2.114973,2.238899,-3.411261,1.169084,-1.690264,1.125548,1
-0.509239,2.94113,-0.881468,0.371704,-1.555063,2.490598,-3.326797,1.75789,-0.853298,-0.286791,1
-0.546063,4.628369,0.68072,0.848429,-0.217483,0.577857,-3.831979,0.835123,-0.983538,-0.624005,1
-2.477506,4.437289,0.763145,-0.218573,-1.190372,1.079714,-2.759061,0.204658,-0.811327,-0.478071,1
-2.260935,3.041658,0.456294,1.07146,-1.109069,1.824069,-0.099007,1.034997,0.099374,0.374926,1
-1.401097,4.401916,-0.311574,0.58589,-2.170888,3.422489,-2.337996,1.244628,-0.916986,0.835563,1
-1.203788,6.16854,0.12359,1.178829,-0.757423,0.787216,-4.137517,0.280198,-1.414305,-0.95846,1
-1.808925,4.507088,0.7292,-0.202545,0.369494,2.063983,-2.188442,1.074883,-0.751101,-0.60581,1
-2.235251,3.125443,0.699311,0.552509,0.57679,1.186625,-2.741526,0.860977,0.723701,-0.286902,1
-2.614236,5.18107,1.245924,-0.717137,-2.670284,3.748209,-2.605883,1.720022,-1.887756,-0.588388,1
-1.898113,2.899516,-1.193979,-0.257097,-0.111687,-0.375412,-1.705015,1.103033,-0.273761,-0.525033,1
-1.988449,3.69925,1.723972,0.198182,-0.992761,0.545569,-2.373972,2.193887,-0.184073,0.594464,1
-1.656921,2.219787,0.360114,0.506254,-0.629615,0.763838,-0.572076,1.925605,-0.940615,-0.770184,1
-1.724644,3.171191,0.088647,0.447477,0.13785,1.196599,-1.851321,1.435786,0.843112,-0.353732,1
-0.762118,4.01883,1.561159,-0.068514,-1.699506,3.096755,-1.916508,1.221423,1.53274,0.53652,1
-2.329147,4.672516,1.024989,-0.642846,-2.442974,2.981383,-2.949088,0.660597,-0.394244,-0.07272,1
-1.920761,4.256891,-0.154416,1.217583,0.059155,1.109535,-2.461708,1.912063,-0.193629,-0.111061,1
-2.777344,3.834327,1.890728,-1.251262,-1.091242,1.945146,-0.671749,1.646304,-0.234603,0.425424,1
-2.072251,2.398577,0.118738,-1.10339,-0.465733,3.083045,-0.552554,1.576018,-0.402128,-0.328398,1
-2.497247,3.424539,0.11722,-0.261547,-0.09826,1.032779,-1.720207,1.4227,-1.225283,-0.153477,1
-1.71724,4.633959,-1.374576,2.101961,-1.456763,2.580629,-3.786838,0.479095,0.1391,-1.232047,1
-1.380154,3.944375,0.265163,0.07574,-1.277221,0.010999,-5.632232,1.586259,-2.502219,-0.355063,1
-2.941235,4.527295,-0.303033,0.393314,-1.511401,3.258878,-2.659556,1.999603,-1.079581,0.336909,1
-2.833715,4.694905,-0.781277,0.818541,-1.043044,3.899134,-0.693305,1.806831,-0.298171,-0.136177,1
-1.230692,6.976808,1.823357,1.298851,-1.613289,2.668882,-1.403967,0.63766,0.21827,0.287166,1
-1.745144,5.03877,1.003003,1.332088,-2.282609,1.269,-3.6702,0.503611,-1.389809,-0.142586,1
-2.302225,2.879935,0.65507,0.38,-1.512536,1.460718,-2.506508,0.466136,0.032974,-0.415814,1
-1.942533,3.943467,0.868771,-0.172439,-1.479883,0.886353,-0.927734,0.086008,0.407699,0.946069,1
-1.500509,3.806696,0.449262,0.342357,-0.437113,0.131712,-2.736506,1.809318,-2.476469,-0.295009,1
-1.582784,3.309829,0.607876,0.513159,-1.151753,1.448753,-1.228419,1.246596,-0.086482,0.523999,1
-2.55654,6.257199,0.203756,0.801345,-0.827071,3.036699,-1.61208,0.53783,0.088985,0.136141,1
-2.855996,1.500882,-0.412164,-0.531147,-0.588384,0.70441,-0.643406,1.018268,0.959578,0.719242,1
-2.040748,2.881975,0.177317,-0.732662,-0.960539,1.406105,-1.072868,1.152834,-1.825168,-0.998764,1
-0.382398,4.079054,-0.00887,-0.453467,-1.610036,3.473046,-2.191126,1.24207,0.547437,-0.188005,1
-1.580601,4.904567,0.101395,-1.137605,-1.827185,1.366232,-1.773924,0.287513,-0.499616,0.81982,1
-2.599513,5.091707,0.715111,0.082743,-0.133562,1.29004,-2.645685,1.294173,-0.509799,-0.187376,1
-0.551785,3.106776,0.36171,-0.073205,-0.532496,1.424539,-2.340293,1.456192,-0.153465,-0.3073,1
-2.24995,5.025779,-0.447269,0.345343,-1.264511,1.974764,-2.282944,0.800181,-1.954426,0.772446,1
-1.682063,3.787431,-0.457393,0.442868,0.728633,1.560075,-2.236603,1.924661,-1.421084,-0.959762,1
-0.747472,3.403841,-0.131949,-0.713869,-0.911778,0.469376,-1.734521,0.811761,0.029125,0.749575,1
-2.523885,2.843336,0.048796,-0.520057,-1.440474,0.513211,-1.694621,2.333326,-0.470305,0.848953,1
-1.872046,3.934431,-0.012082,-0.63278,-0.281675,1.403293,-3.635343,1.880897,-1.735437,0.004833,1
-2.133112,5.191676,2.099988,0.348119,-0.104528,1.288907,-1.183765,0.760842,0.225224,0.190636,1
-1.911929,4.579765,1.36981,1.839967,-2.267278,1.213913,-2.263855,0.836178,0.540452,0.171492,1
-1.648697,4.358291,1.320095,0.209735,-2.021322,1.810755,-2.960805,0.208379,0.251363,0.172318,1
-2.184275,3.840671,0.060231,-0.298734,-0.39177,2.218694,-1.489413,0.629698,0.276358,0.60669,1
-0.168458,5.132197,0.617814,-0.602089,-2.540742,2.424057,-2.952586,0.956253,-1.810162,1.266037,1
-1.856388,3.60786,1.392334,0.179167,-0.113369,1.513486,-1.71649,1.555713,0.706271,-0.658455,1
